MdB_Schmidtke;11004879
NAltenkamp;11004655
AloisRainer;11001769
m_schieder;11003838
kdgroehler;11004281
charlotte_mdb;11004951
GZickenheiner;11004946
VriesChristoph;11004926
juergen_martens;11004816
thorsten_frei;11004276
HohmannMdb;11003152
MPatzeltCDU;11004372
DagmarFreitag13;11002655
ElisabethMotsc1;11004357
MichaelHennric2;11003551
StegemannAlbert;11004415
gitta_connemann;11003514
ruetzelbernd;11004392
FechnerJohannes;11004270
SusanneFerschl;11004715
MaagKarin;11004104
EckhardGnodtke;11004729
HoffmannForest;11004757
DHeidenblut;11004295
AntjeTillmann;11003646
BerndWestphal4;11004442
ClaudiaMollMdB;11004825
nicole_ae_bauer;11004661
_ThomasRachel;11002754
wiebkeesdar1;11004710
n_roettgen;11002765
FahimiYasmin;11004713
jessica_tatti;11004911
DaniLudwigMdB;11003613
MarjaVoellers;11004942
DrRobbySchlund;11004875
mseesternpauly;11004890
WolfgangWiehle;11004933
RenataAlt_MdB;11004654
BrittaDassler;11004700
HerbrandMarkus;11004745
DrHollnagel;11004760
MdBKlein;11004780
NicoleWestig;11004931
ulrichlechte;11004799
ManuelaRottman;11004866
theliberalfrank;11004834
aggelidis_fdp;11004652
_MartinNeumann;11004120
bhoffmann_mdb;11004756
GeroHocker;11004754
MdB_Mueller_AfD;11004831
JoernKoenigAfD;11004788
DjirSarai;11004029
KatjaKeul;11004067
FrStraetmanns;11004907
k_willkomm;11004783
KirstenKappert;11004773
TillMansmann;11004815
Erhard_Grundl;11004733
SilberhornMdB;11003636
JudithSkudelny;11004159
Mi_Muentefering;11004359
Jacobi_AfD;11004767
margit_stumpp;11004909
MdB_Schreiber;11004882
Frank_Magnitz;11004810
EstherDilcher;11004701
KatjaMast;11003804
MBiadaczMdB;11004673
busen_mdb;11004690
G_UllrichFDP;11004923
Amira_M_Ali;11004823
Philipp_Amthor;11004656
MieruchMario;11004822
Schmidt_MdB;11004403
reuther_bernd;11004864
axel_knoerig;11004073
christophploss;11004854
MdB_Freihold;11004717
reinholdmdb;11000782
ChrWirthMdB;11004936
Martin_Sichert;11004892
JuergenBraunAfD;11004680
HartmutEbbing;11004706
JensMaierAfD;11001026
DrFriesenMdB;11004720
Th_Seitz_AfD;11004891
olafinderbeek;11004667
SteffenKotre;11004791
andreasbleckmdb;11004674
Brehm_inNBGNord;11004682
koehler_fdp;11004786
DrMEspendiller;11004711
BrunnerGanzOhr;11004256
Buettner_MdB;11004691
volker_munz;11004835
DanyWagner_DA;11004184
SchaeferCDU;11003216
carina_konrad;11004789
Martin_Hess_AfD;11004749
SybilleBenning;11004251
CorinnaMiazga;11004821
UliGroetsch;11004282
NKleinwaechter;11004781
S_Muenzenmaier;11002796
mvabercron;11004650
Meyer_FDP;11004820
sandra_weeser;11004929
JBrandenburgFDP;11004676
GustavHerzogMdB;11003148
AchimKesslerMdB;11004776
UdoHemmelgarn;11004743
GottfriedCurio;11004698
KlausMindrup;11004354
NinaScheer_SPD;11004396
h_weyel;11004932
RitaHaglKehl;11004287
Alice_Weidel;11004930
Rene_Springer;11004900
c_bernstiel;11004671
Oehmeulrich;11004843
VoepelDirk;11004433
WSchinnenburg;11004874
HoubenReinhard;11004763
katrin_staffler;11004901
hans_michelbach;11002738
ProfMaier;11004812
StephPilsinger;11004853
M_HarderKuehnel;11004736
DirkWieseSPD;11004444
JoanaCotar;11004696
DrJoeWeingarten;11004950
PetrBystronAfD;11004692
DirkSpaniel;11004899
DerDanyal;11004664
mischrodi;11004884
MarcBernhardAfD;11004669
Dr_Rainer_Kraft;11004792
BraFDP;11004677
mueller_sepp;11004832
Matthiasnoelke;11004958
AkbulutGokay;11004653
Tino_Chrupalla;11004695
GruebelMdb;11003542
StefanKeuterAfD;11004778
HellmichMdB;11004226
MuellerChemnitz;11003816
EnricoKomning;11004787
FGuentzler;11004285
Paul_Podolay;11004855
Neumann_AfD;11004839
LeniBreymaier;11004683
Leif_Erik_Holm;11004761
josip_juratovic;11003782
SabinePoschmann;11004377
Marcus_Buehl;11004687
MdB_Ulrike_Bahr;11004246
Schneider_AfD;11004880
Jochen_Haug;11004739
StBrandner;11004678
DrLaunert;11004336
MdB_Lucassen;11001896
StefingerMdB;11004414
RyglewskiS;11004622
DorisAchelwilm;11004651
dr_tiemann;11004918
HajdukBundestag;11003547
MichaelFrieser;11004034
ZdebelHubertus;11004449
Witt_Uwe;11004937
ElsnervonGronow;11004708
Norbert_MdB;11004613
MichaelKuffer;11004795
jankortemdb;11003790
Frohnmaier_AfD;11004721
Marc_Jongen;11004768
stamm_fibich;11004413
KorkmazGT;11004790
YvonneMagwas;11004346
UdoSchiefner;11004397
thlutze;11004103
DerLenzMdB;11004339
CarstenTraeger;11004426
Toens_NRW04;11004921
vonGottberg_AfD;11004730
Jan_Nolte_AfD;11004842
WaldemarHerdt;11004747
Ulrich_Oehme;11000222
PeterFelser;11004714
matthiasbartke;11004248
AWidmannMauz;11003259
victorperli;11004849
stadler_svenja;11004412
Karl_Lauterbach;11003797
Thomas_Ehrhorn;11004707
AndreasSteier;11004903
KartesMdB;11004774
Siegbert_Droese;11004704
Heiko_Wildberg;11004935
MarkusPaschke;11004371
Nicole_Hoechst;11004753
MAStrackZi;11004906
BerndBaumannAfD;11004662
michael_g_link;11003802
GabyKatzmarek;11004325
Peter_Stein_CDU;11004416
MarcusHeld_SPD;11004297
DeRidder_MdB;11004386
UllaJelpke;11001023
AlexanderRadwan;11004383
michaelgrossmdb;11004045
fritzfelgentreu;11004272
Thomas_Bareiss;11003734
NBaradari;11004947
cdu_schweiger;11004889
ruppert_stefan;11004140
KoobMar;11004331
mrosek1958;11004827
Lothar_Binding;11003050
Conni_Moehring;11004111
uwe_kamann;11004772
M_Reichardt_AfD;11004859
Renner_AfD;11004862
ZaklinNastic;11004837
Huber_AfD;11004764
AnjaKarliczek;11004323
TobiasMPeterka;11004850
Kai_Whittaker;11004443
GerdesMdB;11004039
BetMueller;11004358
MdbWendt;11004441
RonjaKemmer;11001082
muellerboehm;11004833
MalsackWinkeman;11004813
OWvonHoltz;11004762
LehmannSpd;11004953
DietmarBartsch;11003034
UliFreese;11004275
MarkusTressel;11004178
Schwarz_MdB;11004407
TErndl;11004709
ABaerbock;11004245
thomas_jurk;11004318
Dr_Roy_Kuehne;11004334
dittmarsabine;11004261
HoldingEuropa;11004747
axelgehrke;11004725
PeterHeidtFDP;11004948
AKulitz;11004797
Hansjoerg_Durz;11004264
annachristmann;11004694
michel_brandt_;11004679
ttte94;11004846
GydeJ;11004941
crueffer;11004390
HHirte;11004302
Frank_Pasemann;11004847
julia_verlinden;11004429
SusannRuethrich;11004391
AnetteKramme;11003162
AndreaLindholz;11004342
RenateKuenast;11003576
Kaiser_SPD;11004771
EskenSaskia;11004267
NordMdb;11004122
AfDProtschka;11004858
oezdemir_spd;11004368
joerg_cezanne;11004693
uhl_markus;11004645
jschraps;11004881
CvStetten;11003639
th_sattelberger;11004869
KirstenTackmann;11003853
Florian_Ossner;11004366
KayGottschalk1;11004731
AlexanderSNeu;11004361
MatthiasHauer;11004292
bela_bach;11004957
ChrisKuehn_mdb;11004333
BriHasselmann;11003764
Achim_P;11004378
s_schwartze;11004150
MiRo_SPD;11003213
EUTheurer;11004914
KarstenMoering;11004356
ManderlaGisela;11004348
SylviaPantel;11004370
sebast_hartmann;11004291
berlinliebich;11004093
MetinHakverdi;11004289
KristinaNordt;11004293
arnoklare;11004329
JanMetzler;11004352
GabiWeberSPD;11004438
A_Gloeckner;11004614
MechthildHeil;11004052
StefanRouenhoff;11004867
GruenClaudia;11004830
WilfriedOellers;11004365
GregorGysi;11000756
MarcusWeinberg;11003861
ulschzi;11004873
NicoleGohlke;11004041
SylviaGabelmann;11004723
b_riexinger;11004865
GtzFrmming;11004722
Beatrix_vStorch;11004905
uihnen;11004765
MWBirkwald;11004012
FlorianPost;11004379
JanaSchimke;11004398
MatthiasGastel;11004278
SteffenSonja;11004164
GoeringEckardt;11003132
HaraldWeinberg;11004186
UllmannMdB;11004922
JuttaKrellmann;11004080
LieblingXhain;11004665
MGrosseBroemer;11003541
MaikBeermann;11004250
lisapaus;11004127
MTodtenhausen;11004222
PetraPauMaHe;11003206
danielakolbe;11004079
Timon_Gremmels;11004732
BerndFabritius;11004268
JTrittin;11003246
FrankeEdgar;11004033
MargareteBause;11004663
KonstantinKuhle;11004796
KottingUhl;11003792
SaskiaLudwigCDU;11004954
KLeikert;11004337
helgelindh;11004802
JensZSPD;11004603
Peter_Beyer;11004010
ToniHofreiter;11003772
StefanGelbhaar;11004726
ch_buchholz;11004022
DFoest;11004716
michael_thews;11004424
UweSchummer;11003631
hahnflo;11004048
guenterkrings;11003574
JoWadephul;11004182
UlliNissen;11004363
peteraltmaier;11002617
PSchnieder;11004146
PeterAumer;11004004
HeikeHaensel;11003763
LangeMdB;11003168
KarambaDiaby;11004259
pascalmeiser;11004819
jensspahn;11003638
GaHeinrich;11004296
Petra_Sitte_MdB;11003848
ThomasOppermann;11003820
ThomasHitschler;11004303
PaulZiemiak;11004938
lofferg;11004031
R_Hartwig_AfD;11004738
badulrichmartha;11004659
SteinekeCDU;11004417
SabineLeidig;11004089
Doro_Martin;11004959
Andi_Wagner;11004927
KaczmarekOliver;11004063
Katrin_Werner;11004188
filizgreen;11004857
BaerbelKofler;11003710
jensbeeck;11004666
SBarrientosK;11004660
Pohl_MdB;11004856
agnieszka_mdb;11004106
LindaTeuteberg;11004913
christ_natterer;11004961
felixschreiner;11004883
Axel_Fischer;11003118
Johann_Saathoff;11004393
MatthiasHeider;11004051
HeikeBrehmerMdB;11004019
markuskurthmdb;11003578
Lambsdorff;11004798
JensKoeppen;11003789
HESommer;11004897
IreneMihalic;11004353
DoroBaer;11003586
SevimDagdelen;11003746
lgbeutin;11004672
anjaweisgerber;11004440
c_lindner;11004097
HildeMattheis;11003588
NiemaMovassat;11004114
TinoSorge;11004409
KaiGehring;11003756
fdp_hessel;11004750
UteVogt;11002823
MarcoBuschmann;11004023
GittaConnemann;11003514
PeterBoehringer;11004675
schneidercar;11002048
dieschmidt;11002780
groehe;11002666
BjoernSimon;11004893
hacker_fdp;11004734
Oliver_Krischer;11004081
AndrejHunko;11004060
NilsSchmid;11004876
JoSteiniger;11004418
oezoguz;11004124
Birke_Bull;11004688
FalkoMohrs;11004824
jungeinberlin;11004317
StephanThomae;11004175
LINKEPELLI;11004848
AxelTroost;11003857
MartinaRenner;11004385
UlrichLange;11004087
fuchtel;11000616
KarinStrenz;11004170
ninawarken;11004437
ernst_klaus;11003753
zierke;11004453
CPetryMdB;11004605
Manfredbehrens;11004008
monikalazar;11003714
olavgutting;11003544
soerenbartol;11003496
PeterWeissMdB;11003255
CarstenMuellers;11003815
GrueneBeate;11004117
TabeaRoessner;11004138
matthiaszimmer;11004192
ebner_sha;11004215
marcobuelow;11003512
DJanecek;11004312
StefanKaufmann;11004065
thomasgebhart;11004038
rischwasu;11003847
AndiScheuer;11003625
DrAndreasNick;11004362
SWagenknecht;11004183
BeateWaRo;11004221
stonie_kiel;11004904
UweKekeritz;11004066
MartinRabanus;11004381
MarcHenrichmann;11004744
Ingrid_Nestle;11004119
FrankHeinrich;11004054
PatrickSensburg;11004155
RKiesewetter;11004068
NielsAnnen;11003732
NadineSchoen;11004116
KerstinAndreae;11003493
kaiwegner;11003860
TSchipanski;11004143
KerstinGriese;11003440
edrossmann;11003211
juergenhardt;11004050
HiltrudLotze;11004344
starkwatzinger;11004902
rbrinkhaus;11004021
ChristianHirte;11003890
MechthildRawert;11003825
tj_tweets;11004061
SoenkeRix;11003830
meister_schafft;11002733
Erwin_Rueddel;11004139
VolkmarKlein;11004071
fbrantner;11004255
Andreas_Rimkus;11004387
FrankSchwabe;11003846
bstrasser;11004908
MartinRosemann;11004389
VolkerUllrich;11004427
DanielaKluckert;11004784
josefoster;11004845
franksitta;11004894
katjakipping;11003786
franksteffel;11004163
cad59;11004003
LoetzschMdB;11003584
HeikoMaas;11004809
SteffenBilger;11004011
ErhardGrundl;11004733
AMattfeldt;11004108
Ingmar_Jung;11004770
CanselK;11004328
JM_Luczak;11004100
MarcusFaber;11004712
petertauber;11004174
ekindeligoez;11003068
josephineortleb;11004844
CarenLay;11004088
voglerk;11004181
KatrinHelling;11004742
tobiaslindner;11004217
OlliLuksic;11004102
Diether_Dehm;11000365
RuedigerKruse;11004083
W_SK;11003888
gero_storjohann;11003643
PascalKober;11004075
baerbelbas;11004006
matschie;11001434
FlorianPronold;11003612
Uwe_Schulz_AfD;11004888
cem_oezdemir;11002746
HBraun;11002634
KatjaSuding;11004910
rainerspiering;11004410
f_schaeffler;11003834
DennisRohde;11004388
MariaKlSchmeink;11004072
Otto_Fricke;11003530
smuellermdb;11003597
ManuelSarrazin;11003889
K_SA;11004405
KonstantinNotz;11004123
MartinSchulz;11004886
torstenherbst;11004746
christianduerr;11004705
ManuelHoeferlin;11004057
larscastellucci;11004257
florian_toncar;11003856
ulle_schauws;11004395
sven_kindler;11004070
SteffiLemke;11002720
svenlehmann;11004801
janoschdahmen;11004962
tpflueger;11004852
nouripour;11003881
anked;11004703
wanderwitz;11003655
solms;11002190
larsklingbeil;11003715
hubertus_heil;11003142
katdro;11004263
MatthiasHoehn;11004759
johannesvogel;11004179
FabioDeMasi;11004817
